"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2018-02-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Otros Estados pequeos","OSS","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.4","","10","9.2","","",
"Pakistán","PAK","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.93145688652939","6.93004657253483","7.43497002667954","6.60620797085997","6.4","6.7","6.5","6.3","6.5","6.3","6.4","6.6","7.4","7.5","7.8","8","7.8","","","","","",
"Panamá","PAN","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.0833179549976","9.07853924839213","11.3015512186301","9.8829659871219","9.82881989325557","9.9","9.9","12.1","10.6","9.4","11","11","12.9","18.7","23","21","20.6","17.5","17.4","14.7","11.4","","",
"Perú","PER","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","4.9","4.3","4.9","5.6","11.1","11.2","10.4","11.6","10.2","9.2","5.4","6.5","6.6","6.7","7.2","","",
"Filipinas","PHL","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.98613327418039","7.53671352798582","7.4","7.4","8.1","7.8","7.5","7.5","7.1","6.5","6.4","6.9","9.6","9.2","8.8","9.4","9.8","","","",
"Palau","PLW","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.1","","","","","",
"Papua Nueva Guinea","PNG","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.7","7.9","8.3","10.5","5.2","9.9","9.8","8.1","9.2","10.4","10.4","","","","","","","",
"Polonia","POL","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.22182989284841","2.27350013966531","2.1021583305018","4.87144747933219","4.74749000594662","2.2","2","1.9","1.7","1.6","1.4","1.3","1.4","1.2","1.3","1.1","1.2","1","0.8","0.7","0.7","","",
"previa al dividendo demográfico","PRE","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.3","","8.2","8.1","","",
"Puerto Rico","PRI","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.3411443320191","23.2564806675146","19.2519500576761","17.2257096358295","15.5914196184756","18.3","19.7","20.6","20.8","21.1","20.5","19.9","19.6","21.6","24","26.3","","26.5","23.9","18.5","15.9","","",
"Corea, República Popular Democrática de","PRK","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.1","","","","","4.8","","","","","4.4","","",
"Portugal","PRT","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.04237920496755","1.11641232867845","1.21923456648993","1.05890339575747","1.1","1","1.1","1.4","1.4","1.3","1.5","1.8","1.2","1.2","1.2","1.1","1.2","1.4","0.9","1","","",
"Paraguay","PRY","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.7055356602687","12.1139976861118","18.8","24.3","24.9","22.9","21.2","18.6","15.9","13.1","13.8","13.4","11.9","10.4","10.2","9.3","8.8","9.3","","",
"Ribera Occidental y Gaza","PSE","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.19401191469825","4.41234220361194","1.57985703347085","1.51203021641184","1.7449125297968","","","","2.7","4.1","4.1","","","1.2","1.1","0.7","0.6","0.6","","","","","",
"Estados pequeos de las Islas del Pacfico","PSS","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","3.5","3.4","","",
"posterior al dividendo demográfico","PST","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2","","1.9","2.3","","",
"Polinesia Francesa","PYF","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2","2.7","3.4","0.4","","","","","","","","",
"Qatar","QAT","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.911032235964637","0.526435853791215","","","","","","4.9","","","","","6.9","","","","","8.1","","",
"Rumania","ROU","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.34201109882768","3.19930731894723","3.08473623546624","2.50753657774","2.54008829275101","2.5","2.7","2.6","2.5","2.4","2.1","2.1","2","2.3","1.9","2","1.7","1.9","1.7","1.5","1.5","","",
"Federación de Rusia","RUS","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","15","13.9","12.9","12.1","11.3","","",
"Rwanda","RWA","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.1","5","4.5","3.8","4.9","","","4.5","","","","",
"Asia meridional","SAS","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.9","","3.7","3.6","","",
"Arabia Saudita","SAU","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.93978611591659","","","","","","","","","","","","","","","0.9","1.5","","",
"Sudán","SDN","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.5","","","","","6.8","","","","","6.5","","",
"Senegal","SEN","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.3","","","","","8.5","","","","","7.3","","",
"Singapur","SGP","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.46481261600023","0.866760220850504","1.06246967534468","0.983712120104337","1.04039516289077","0.9","0.7","0.5","0.6","0.5","0.5","0.4","0.4","0.6","0.4","0.4","0.3","0.2","0.3","0.3","0.2","","",
"Islas Salomón","SLB","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.4","5.5","4.8","5.3","3.8","","","","","","","","","",
"Sierra Leona","SLE","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3","2","1.9","2.5","3.3","2.8","2.8","3.2","1.9","","","1.9","","",
"El Salvador","SLV","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139.132078848139","117.277281515377","112.568659946571","94.9967310849073","65.0471807756737","40.3","37.8","37.9","37.2","46.8","63.5","65.8","58.4","52.9","72.8","66","72.2","42.7","41.3","64.2","108.6","","",
"San Marino","SMR","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","3.6","0","0","0","0","0","0","0","0","0","","","","","","",
"Somalia","SOM","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.1","","","","","6.6","","","","","5.6","","",
"Serbia","SRB","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4","2.6","2.1","1.9","1.8","1.6","1.7","1.9","1.5","1.7","1.4","1.5","1.2","1.6","1.3","1.1","","",
"África al sur del Sahara (excluido altos ingresos)","SSA","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.4","","9.5","9.4","","",
"Sudán del Sur","SSD","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.7","","","","","",
"África al sur del Sahara","SSF","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.4","","9.5","9.4","","",
"Pequeños Estados","SST","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.4","","13","13","","",
"Santo Tomé y Príncipe","STP","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6","2.5","8.6","3","3.5","3.4","","","","","","",
"Suriname","SUR","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.1","","","","","9.5","","","","","10.7","","",
"República Eslovaca","SVK","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.38410369062976","2.45316362396942","2.5974531971402","2.37188662085467","2.61045849648699","2.7","2.4","2.6","2.7","2.3","2","1.7","1.7","1.7","1.6","1.6","1.8","1.4","1.4","1.3","0.9","","",
"Eslovenia","SVN","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.23781345281901","1.92747812819556","1.82208826499237","0.707334707246796","1.26111165479036","1.8","1.4","1.8","1.1","1.4","1","0.6","1.2","0.5","0.6","0.7","0.8","0.7","0.6","0.7","1.2","","",
"Suecia","SWE","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.940302249395573","1.0963646920385","1.02779171383026","1.05053289128114","1.11832979816858","1.1","0.1","1.1","0.9","1.1","0.9","1","1.2","0.9","1","1","0.9","0.7","0.9","0.9","1.1","","",
"Swazilandia","SWZ","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.8","12.9","13.2","13.3","13.8","10.8","15","18.8","15.9","17.4","","","8.2","","","","",
"Sint Maarten (Dutch part)","SXM","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.9","11.7","6.9","3.4","10","5.5","3.3","5.4","2.1","","","","","","","",
"República Árabe Siria","SYR","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.99239872960349","2.21047919768026","2.11907493004003","2.2","2.3","2.2","2.3","2.4","2.4","2.4","2.7","2.6","2.3","2.2","","","","","","","",
"Islas Turcas y Caicos","TCA","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","11.3","0","0","0","","","6.8","6.6","","","","","","","","",
"Chad","TCD","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.7","","","","","9.7","","","","","9","","",
"Asia oriental y el Pacífico (BIRF y la AIF)","TEA","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.1","","1.5","1.4","","",
"Europa y Asia central (BIRF y la AIF)","TEC","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.2","","5.1","5.7","","",
"Togo","TGO","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.9","","","","","9.8","","","","","9.1","","",
"Tailandia","THA","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.6143973937906","7.42472636008366","7.85607293639164","8.69439944931902","8.09503312514154","8.2","7.9","7.1","9.9","6.5","7.3","7.1","6.7","6","5.6","5.5","4.9","4.9","4.3","3.9","3.5","","",
"Tayikistán","TJK","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.53194062268198","8.25891493556511","8.37653218632032","8.1457596592783","5.84836707693699","","","","","","","3.1","2.2","1.6","1.8","2","1.9","1.3","1.4","","","","",
"Turkmenistán","TKM","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.42309832115969","7.82624792334963","8.25647470209232","7.84930606446487","7.21441210295168","","","","","","4.9","","","","","4.5","","","","","4.2","","",
"América Latina y el Caribe (BIRF y la AIF)","TLA","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.6","","22.9","22.7","","",
"Timor-Leste","TLS","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4","4.6","4.9","6.1","3.4","3.1","3.7","","","","","","","",
"Oriente Medio y Norte de África (BIRF y la AIF)","TMN","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.2","","3.9","3.8","","",
"Tonga","TON","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","6.1","6.1","6","2","4","7.9","1","3.9","7.7","1","1.9","1","","","","","",
"Asia meridional (BIRF y la AIF)","TSA","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.9","","3.7","3.6","","",
"África al sur del Sahara (BIRF y la AIF)","TSS","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.4","","9.5","9.4","","",
"Trinidad y Tobago","TTO","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.5","11.9","13.4","17.8","20.1","29.8","28.5","29.9","41.6","38.4","35.6","26.4","28.3","30.3","29.9","30.9","","",
"Túnez","TUN","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9","2.6","2.4","2.7","2.7","2.4","2.7","","3.1","","","","","",
"Turquía","TUR","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.3","4.4","4.9","4.6","5.2","4.6","5.2","4.2","4.2","4.3","","","","","",
"Tuvalu","TUV","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","10.2","10.2","20.3","","","","","",
"Tanzanía","TZA","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.5","8.8","8.4","7.4","7.5","7","","",
"Uganda","UGA","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.1","7.6","8.9","9.3","8.8","9","10.1","9.5","11","11.5","10.5","11.8","","","",
"Ucrania","UKR","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.62060162996857","9.64285910536129","8.40437322981275","8.41353686939213","8.60914571629369","","","","7.6","7.4","6.5","6.3","5.7","5.3","4.8","4.4","","","","","","","",
"Ingreso mediano alto","UMC","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.2","","7.2","7","","",
"Uruguay","URY","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.4","6.6","6.9","5.9","5.8","5.7","6.1","5.8","6.6","6.7","6.1","5.9","7.9","7.6","7.8","8.4","","",
"Estados Unidos","USA","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.11268340776424","7.29230303409696","6.67832194250555","6.15031036783624","5.55746449436471","5.5","6.7","5.6","5.7","5.5","5.7","5.8","5.7","5.4","5","4.8","4.7","4.7","4.5","4.4","4.9","","",
"Uzbekistán","UZB","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.04813464007738","4.9384403916967","4.43757298944472","4.41406371263708","4.14394461597587","","","","","","3.6","","","","","3.2","","","","","3","","",
"San Vicente y las Granadinas","VCT","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.5036128304051","22.2121444899999","8.334954018837","22.2413745169451","12.9787056522263","18.5","11.1","18.5","16.6","25.8","21.1","11.9","33","14.7","18.3","22.9","19.2","25.6","","","","","",
"Venezuela","VEN","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.335913345501","22.0496258363835","18.3997880692813","19.4242415730169","24.9851242639426","32.8","31.9","37.9","43.9","36.9","37.2","45","47.5","51.9","49","45.1","47.9","53.8","","62","57.1","","",
"Islas Vírgenes Británicas","VGB","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.8","0","0","5","0","4.7","4.6","9","17.7","","8.4","","","","","","","","","","","",
"Islas Vírgenes (EE.UU.)","VIR","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.9","22.1","25.8","37.8","28.5","34.2","32.5","40","40.1","42.1","46.9","52.6","","","","","","","",
"Viet Nam","VNM","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2","1.3","1.3","1.3","1.3","1.2","1.4","1.3","1.4","1.5","1.5","","","","","","",
"Vanuatu","VUT","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","","","","","2.3","","","","","2.1","","",
"Mundo","WLD","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.2","","5.3","5.3","","",
"Samoa","WSM","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.7","8.6","","","3.2","","","","",
"Kosovo","XKX","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.3","4","5.8","3.4","4.9","2.2","2.2","1.6","","",
"Yemen, Rep. del","YEM","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.9","","","3.6","3.2","4.6","4.2","3.9","3.9","4.3","4.7","5.7","6.5","6.7","","","","",
"Sudáfrica","ZAF","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.9165265781694","60.3901674280048","57.1123953327189","57.7416814073372","51.2128709517669","48.5","47","46.6","42.2","39.4","38.9","39.2","37.2","36","33","30.9","29.9","30.7","31.7","33","34.3","","",
"Zambia","ZMB","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.00634968309423","10.7791614274948","","","","","","","","","5.3","6","5.8","","","","","","","",
"Zimbabwe","ZWE","Homicidios intencionales (por cada 100.000 habitantes)","VC.IHR.PSRC.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.1","12.8","10.6","10.5","10.4","8.2","","","","5.1","","6.7","","","","","",
